u,i,r,t
7592,1032,3.0,1359158400
7592,4196,5.0,1359158400
7592,2274,5.0,1359158400
7592,99,5.0,1359158400
7592,5033,5.0,1359158400
7592,3117,5.0,1359158400
7592,294,4.0,1359158400
7592,234,5.0,1359158400
7592,978,5.0,1359158400
7592,27,5.0,1359158400
7592,213,5.0,1359158400
7592,1320,5.0,1359158400
7592,5813,5.0,1359158400
7592,3801,5.0,1359158400
7592,530,5.0,1359158400
7592,1273,5.0,1359158400
7592,2783,3.0,1359158400
7592,3009,5.0,1359158400
7592,92,5.0,1359158400
7592,85,5.0,1359158400
7592,4118,5.0,1359158400
7592,317,5.0,1359158400
7592,309,1.0,1359158400
7592,1197,4.0,1359158400
7592,8744,5.0,1359158400
7592,1150,5.0,1359158400
7592,104,5.0,1359158400
7592,2174,5.0,1359158400
7592,6090,3.0,1359158400
8635,383,5.0,1101168000
8635,7789,4.0,985737600
8635,6402,5.0,1053043200
8635,604,4.0,1049155200
8635,2852,4.0,1086134400
8635,4740,4.0,1141084800
8635,10269,5.0,992908800
8635,3717,4.0,979948800
8635,1368,4.0,1049846400
8635,4362,4.0,1059264000
8635,9767,3.0,1088812800
8635,8713,5.0,1040947200
8635,1726,5.0,986688000
8635,901,4.0,993945600
8635,261,5.0,1059264000
8635,6257,4.0,1159747200
8635,7642,4.0,1157155200
8635,2694,4.0,1086134400
8635,2743,5.0,989366400
8635,565,4.0,1041033600
8635,1139,5.0,1005868800
8635,1826,5.0,1038182400
8635,882,5.0,1039651200
8635,1386,4.0,1041206400
8635,1717,4.0,1122508800
8635,3965,5.0,983145600
8635,8407,4.0,1156982400
8635,961,5.0,995328000
8635,2558,4.0,1072137600
8635,45,5.0,1036281600
8635,7458,5.0,1037577600
8635,3012,5.0,1039392000
5238,4921,5.0,1297382400
5238,205,5.0,1297641600
5238,2702,5.0,1296777600
5238,1320,5.0,1297641600
5238,150,5.0,1339459200
5238,238,5.0,1297555200
5238,174,5.0,1318550400
5238,6019,2.0,1296950400
5238,1876,2.0,1369612800
5238,27,4.0,1318118400
5238,7191,4.0,1336348800
5238,4317,1.0,1318204800
5238,6719,5.0,1291334400
5238,2029,5.0,1322092800
5238,922,3.0,1322438400
6220,590,2.0,1195776000
6220,1194,3.0,1194912000
6220,767,5.0,1210809600
6220,8053,5.0,1200355200
6220,1765,4.0,1195603200
6220,27,3.0,1195084800
6220,3760,4.0,1194912000
6220,100,4.0,1195776000
6220,701,5.0,1194912000
6220,2157,3.0,1194912000
6220,760,4.0,1195862400
6220,422,5.0,1195776000
61,7473,4.0,1341360000
61,79,4.0,1161993600
61,2568,4.0,1247097600
61,462,5.0,1247616000
61,2949,3.0,1252713600
61,86,5.0,1186099200
61,248,4.0,1186272000
61,4305,4.0,1218240000
61,140,1.0,1243641600
61,273,3.0,1245801600
61,1900,3.0,1248307200
61,28,5.0,1219622400
61,733,3.0,1245974400
61,2371,3.0,1275782400
61,550,2.0,1301184000
61,2728,4.0,1247616000
61,9602,4.0,1215302400
61,2972,2.0,1300406400
61,5128,4.0,1147305600
61,1017,4.0,1215820800
61,2472,4.0,1173052800
1833,332,5.0,1402617600
1833,3490,5.0,1386547200
1833,6118,5.0,1400112000
1833,8715,4.0,1393027200
1833,1451,5.0,1381449600
1833,6484,5.0,1375315200
1833,1891,5.0,1401580800
1833,3256,5.0,1381795200
1833,1027,5.0,1394841600
1833,695,5.0,1384819200
1833,116,4.0,1382659200
1833,7805,5.0,1395619200
1833,351,5.0,1378684800
1833,5910,4.0,1381104000
1833,3178,5.0,1380585600
1833,691,5.0,1379635200
1833,10256,5.0,1384732800
1833,2713,5.0,1381795200
1833,819,5.0,1386806400
1833,4340,5.0,1385769600
1833,3077,5.0,1383264000
1833,7347,5.0,1390176000
1833,1461,4.0,1382400000
1833,496,5.0,1379894400
1833,291,4.0,1380844800
1833,308,5.0,1382659200
1833,6284,5.0,1382486400
1833,668,5.0,1376697600
1833,5695,4.0,1374796800
1833,28,5.0,1378339200
1833,767,5.0,1383004800
1833,429,5.0,1378425600
202,1128,2.0,1225065600
202,669,5.0,1284768000
202,7905,4.0,1080691200
202,1104,4.0,1081987200
202,7711,5.0,1148083200
202,2335,4.0,1145404800
202,2416,5.0,1080691200
202,9157,4.0,1107561600
202,464,5.0,1076630400
202,592,3.0,1076976000
202,28,4.0,1211241600
202,7975,5.0,1205452800
202,2602,4.0,1253318400
202,4971,3.0,1123459200
202,2930,4.0,1103155200
202,863,3.0,1150070400
202,3870,5.0,1032480000
202,320,5.0,1040083200
202,3369,5.0,1215734400
202,4314,4.0,1233964800
202,2492,3.0,1031443200
202,599,1.0,1258675200
202,5184,4.0,1107043200
202,7220,3.0,1107043200
202,1434,5.0,1111536000
202,7303,3.0,1073433600
202,5784,5.0,1030492800
202,7364,5.0,1128643200
202,387,5.0,1078444800
202,3350,5.0,1026172800
202,597,4.0,1169856000
460,4718,4.0,1197504000
460,568,4.0,1100131200
460,555,2.0,1282521600
460,107,4.0,1184889600
460,197,1.0,1194393600
460,329,5.0,1200268800
460,1919,4.0,1232841600
460,1230,4.0,1105833600
460,1323,4.0,1245369600
460,243,3.0,1111968000
460,906,5.0,1197763200
460,133,5.0,1181260800
460,2373,3.0,1220572800
460,181,2.0,1245888000
460,2407,5.0,1116806400
460,2470,5.0,1185667200
460,162,4.0,1105660800
460,155,4.0,1371859200
460,208,4.0,1210636800
460,3956,4.0,1180137600
460,168,2.0,1100649600
460,2942,4.0,1099526400
460,362,4.0,1180224000
460,1371,2.0,1111968000
460,236,4.0,1144627200
460,1641,3.0,1180742400
460,321,3.0,1209600000
460,1986,4.0,1371859200
460,655,4.0,1104019200
460,2794,2.0,1189641600
460,222,4.0,1099008000
460,225,5.0,1270684800
836,2360,5.0,1230336000
836,2336,3.0,1112832000
836,120,4.0,1017014400
836,3492,4.0,1087430400
836,1962,1.0,1171497600
836,702,2.0,1178323200
836,38,5.0,1172188800
836,834,5.0,1006300800
836,10079,5.0,1189468800
836,731,4.0,1004659200
836,848,1.0,1190419200
836,2147,5.0,1091750400
836,3187,5.0,1304467200
836,8299,2.0,1147392000
836,3349,5.0,1075680000
836,720,5.0,1150156800
836,1364,2.0,1173312000
836,28,5.0,1208217600
836,2242,5.0,1217289600
836,877,5.0,1303776000
836,3041,5.0,1005696000
836,8136,4.0,1099180800
836,6540,5.0,1190419200
836,863,5.0,1106179200
836,5571,5.0,1020124800
836,1532,4.0,1286150400
836,993,1.0,1289174400
836,528,4.0,1203811200
836,7076,3.0,1004659200
836,748,5.0,1333497600
836,268,5.0,1159056000
836,2266,4.0,1175990400
185,28,2.0,1205712000
185,6846,2.0,1353542400
185,2179,3.0,1359590400
185,1699,4.0,1332201600
185,100,5.0,1195776000
185,2240,4.0,1199232000
185,3308,3.0,1335052800
185,3970,5.0,1191801600
185,2545,5.0,1361664000
185,115,4.0,1361923200
185,266,3.0,1332460800
185,246,3.0,1330905600
185,2293,2.0,1363046400
185,8397,4.0,1339891200
185,1647,4.0,1339200000
185,3391,2.0,1344038400
185,6443,2.0,1364083200
716,2981,5.0,1332288000
716,5948,5.0,1319068800
716,753,3.0,1334448000
716,1602,3.0,1320278400
716,2447,4.0,1330992000
716,5133,4.0,1328054400
716,9518,5.0,1379548800
716,2170,5.0,1332633600
716,41,4.0,1320019200
716,1885,5.0,1332288000
716,28,5.0,1332288000
716,2461,4.0,1315267200
716,201,4.0,1320364800
716,423,4.0,1318809600
716,3677,5.0,1322956800
716,1288,5.0,1314835200
716,9677,4.0,1330992000
716,412,5.0,1320105600
1684,4360,2.0,1296086400
1684,3121,5.0,1238544000
1684,5010,5.0,1374624000
1684,284,4.0,1371600000
1684,4564,5.0,1216598400
1684,772,5.0,1195689600
1684,375,4.0,1363737600
1684,521,5.0,1328227200
1684,7481,4.0,1339891200
1684,2051,4.0,1392422400
1684,4473,4.0,1247961600
1684,1399,5.0,1391472000
1684,7745,5.0,1296950400
1684,6534,5.0,1403654400
1684,1053,3.0,1296259200
1684,254,5.0,1323648000
1684,1741,4.0,1269043200
1684,549,4.0,1332892800
1684,830,5.0,1269043200
1684,618,5.0,1330473600
1684,1230,5.0,1373414400
1684,184,3.0,1333152000
1684,2706,3.0,1255910400
1684,695,4.0,1235692800
1684,2895,5.0,1262908800
1684,6628,5.0,1378771200
1684,124,5.0,1391904000
1684,2897,4.0,1255651200
1684,3154,4.0,1381190400
1684,2011,4.0,1385251200
1684,1018,3.0,1386115200
1684,6444,5.0,1396310400
492,157,5.0,1231977600
492,1249,5.0,1206921600
492,479,4.0,1215475200
492,262,4.0,1186617600
492,1288,5.0,1245801600
492,1152,3.0,1200182400
492,28,5.0,1197244800
492,769,5.0,1259280000
492,628,5.0,1215475200
492,805,4.0,1259452800
492,103,5.0,1185840000
492,329,5.0,1184976000
492,3739,5.0,1232236800
492,264,5.0,1184976000
492,1553,4.0,1263254400
492,460,5.0,1237593600
492,1137,2.0,1264204800
492,1637,4.0,1213401600
492,84,5.0,1186272000
492,1140,5.0,1217116800
492,3917,5.0,1238284800
492,528,5.0,1184457600
492,72,5.0,1245715200
492,1843,4.0,1231027200
492,99,5.0,1259366400
492,2289,5.0,1191628800
2181,278,5.0,1363824000
2181,142,5.0,1398816000
2181,9225,5.0,1187740800
2181,1805,4.0,1387152000
2181,4445,5.0,1124409600
2181,1907,4.0,1268956800
2181,5110,5.0,1337904000
2181,1278,5.0,1268956800
2181,1885,4.0,1124409600
2181,364,5.0,1139961600
2181,1442,5.0,1397779200
2181,2097,5.0,1245715200
2181,739,3.0,1289088000
2181,5040,2.0,1162425600
2181,8102,1.0,1359676800
2181,1352,5.0,1231804800
2181,28,5.0,1316131200
2181,774,5.0,1221091200
2181,1910,2.0,1390867200
2181,8500,4.0,1297382400
1415,1763,4.0,1152057600
1415,3211,5.0,1293753600
1415,3453,5.0,1207094400
1415,7379,4.0,1011312000
1415,7318,5.0,1342742400
1415,728,5.0,1212192000
1415,1648,5.0,1368921600
1415,3778,5.0,1030060800
1415,1739,5.0,1009497600
1415,1059,4.0,1089849600
1415,637,5.0,1369612800
1415,2719,4.0,1228089600
1415,5470,2.0,1163289600
1415,84,5.0,1162771200
1415,3582,4.0,1339200000
1415,4788,5.0,1043452800
1415,9140,4.0,1156636800
1415,2960,3.0,1219968000
1415,3063,2.0,1207872000
1415,1034,4.0,1341878400
1415,5233,5.0,1017878400
1415,7758,4.0,1181433600
1415,2303,3.0,1068508800
1415,5055,4.0,1221436800
1415,1000,5.0,1381795200
1415,3908,5.0,1016841600
1415,3518,4.0,1359590400
1415,2336,4.0,1007596800
1415,1899,5.0,1017878400
1415,254,5.0,1307145600
1415,2649,3.0,1225065600
1415,2468,4.0,1295049600
1221,6663,3.0,1148774400
1221,5995,5.0,1238889600
1221,2059,5.0,1149120000
1221,495,5.0,1286323200
1221,718,5.0,1150934400
1221,2569,4.0,1167177600
1221,28,5.0,1205193600
1221,2417,5.0,1171065600
1221,2914,5.0,1169769600
1221,4733,5.0,1198540800
1221,3417,4.0,1148774400
1221,3212,5.0,1195344000
1221,925,2.0,1148601600
1221,581,5.0,1148601600
1221,391,5.0,1152144000
1221,2515,5.0,1181433600
1221,5442,5.0,1152144000
1221,4080,3.0,1116460800
2528,5546,5.0,1247011200
2528,76,1.0,1215907200
2528,7471,5.0,1190678400
2528,8708,1.0,1358208000
2528,4339,3.0,1329264000
2528,2999,4.0,1354924800
2528,6909,5.0,1351900800
2528,7958,3.0,1367020800
2528,6336,2.0,1320710400
2528,225,2.0,1268179200
2528,7130,1.0,1318377600
2528,364,4.0,1346371200
2528,388,2.0,1266710400
2528,2212,1.0,1257120000
2528,28,2.0,1203292800
2528,547,1.0,1393545600
2528,335,2.0,1232841600
2528,801,1.0,1341878400
2528,1318,2.0,1375488000
2528,4184,1.0,1390348800
2528,1037,3.0,1322179200
2528,215,4.0,1348185600
2528,138,2.0,1238544000
2528,7355,3.0,1348185600
2528,9964,4.0,1211932800
2528,8382,5.0,1201392000
2528,200,1.0,1361145600
2528,6826,3.0,1340668800
2528,3190,3.0,1064880000
2528,37,1.0,1281225600
2528,107,5.0,1202601600
2528,600,4.0,1404432000
2675,2717,5.0,1381708800
2675,407,5.0,1117756800
2675,1563,4.0,1117756800
2675,8331,2.0,1210204800
2675,698,1.0,1135209600
2675,1011,4.0,1139270400
2675,4289,1.0,1201478400
2675,710,4.0,1185062400
2675,3636,1.0,1222214400
2675,4049,5.0,1191369600
2675,2715,4.0,1173571200
2675,3782,1.0,1211587200
2675,2235,4.0,1139270400
2675,5091,4.0,1216684800
2675,4899,3.0,1387929600
2675,198,2.0,1167609600
2675,504,4.0,1181606400
2675,3238,5.0,1383523200
2675,7023,2.0,1220918400
2675,1124,3.0,1210204800
2675,5588,2.0,1261612800
2675,1408,2.0,1184716800
2675,4830,4.0,1040601600
2675,4481,4.0,1210032000
2675,478,4.0,1139270400
2675,5054,1.0,1119398400
2675,190,1.0,1179792000
2675,972,5.0,1399075200
2675,5767,4.0,1177891200
2675,3750,5.0,1254787200
2675,10150,5.0,1131926400
2675,2877,4.0,1172793600
1615,140,4.0,1312848000
1615,1192,4.0,1222646400
1615,1947,3.0,1316563200
1615,1037,5.0,1249516800
1615,1141,5.0,1316304000
1615,81,5.0,1173052800
1615,3616,4.0,1222646400
1615,149,5.0,1170028800
1615,3090,5.0,1330819200
1615,7379,5.0,1309046400
1615,28,5.0,1263686400
1615,38,5.0,1309046400
1374,444,1.0,1355875200
1374,6947,5.0,1290643200
1374,3597,5.0,1290643200
1374,643,5.0,1290643200
1374,1006,4.0,1290643200
1374,5013,5.0,1290643200
1374,7338,5.0,1290643200
1374,5131,1.0,1290643200
1374,7707,2.0,1399248000
1374,8106,4.0,1290643200
1374,3105,5.0,1290643200
1374,4087,5.0,1290643200
1374,5121,5.0,1290643200
1374,728,2.0,1290643200
1374,8337,5.0,1290643200
1374,5342,4.0,1290643200
1374,8142,5.0,1290643200
1374,28,4.0,1290643200
1374,1469,3.0,1290643200
1374,1263,5.0,1290643200
1374,4801,5.0,1290643200
1374,43,5.0,1290643200
1374,140,1.0,1290643200
1374,427,2.0,1290643200
1491,306,4.0,1243728000
1491,881,4.0,1243900800
1491,3368,1.0,1237680000
1491,182,4.0,1241308800
1491,1376,4.0,1269043200
1491,2927,3.0,1237593600
1491,916,4.0,1243900800
1491,975,5.0,1269043200
1491,3092,3.0,1242259200
1491,1560,4.0,1243728000
1491,28,5.0,1242259200
1491,2861,3.0,1269043200
1491,636,4.0,1269043200
1491,539,5.0,1237593600
1491,817,3.0,1289260800
1491,1507,3.0,1243900800
1491,358,5.0,1237680000
1491,2310,5.0,1243123200
1491,1272,5.0,1243900800
1491,2178,4.0,1243900800
1491,1908,4.0,1237593600
1491,7366,5.0,1237680000
1491,4822,4.0,1269043200
1491,85,5.0,1243900800
1491,118,5.0,1269043200
1491,1721,1.0,1237593600
1491,1398,3.0,1237680000
1491,695,4.0,1243900800
1491,985,4.0,1269043200
1491,777,3.0,1242259200
1491,100,5.0,1243123200
1491,1189,5.0,1243900800
3184,1800,5.0,1153267200
3184,2066,3.0,1224979200
3184,5976,4.0,1232150400
3184,4504,5.0,1147392000
3184,554,3.0,1226707200
3184,7136,4.0,1232323200
3184,2230,5.0,1224028800
3184,3590,5.0,1232582400
3184,4356,5.0,1161993600
3184,6380,3.0,1227744000
3184,155,4.0,1162425600
3184,2263,3.0,1122854400
3184,4385,2.0,1169251200
3184,28,5.0,1207785600
3184,140,4.0,1208649600
3184,38,3.0,1175040000
3184,183,5.0,1124323200
3184,6117,5.0,1219017600
3184,5734,3.0,1231113600
3184,149,5.0,1146009600
3184,4946,5.0,1133481600
3184,863,2.0,1174521600
3184,2119,3.0,1167868800
3184,3976,5.0,1092873600
3184,1568,4.0,1232150400
3184,7475,4.0,1232668800
3184,3240,5.0,1149465600
3184,4380,5.0,1233273600
3184,569,1.0,1171152000
3184,7864,4.0,1213142400
3184,7798,5.0,1125446400
3184,1500,2.0,1217808000
2008,9728,1.0,1135209600
2008,1429,5.0,1062115200
2008,384,1.0,1276646400
2008,2572,1.0,1266969600
2008,420,1.0,1278028800
2008,7261,1.0,1130889600
2008,3612,1.0,1130889600
2008,9483,5.0,1340323200
2008,6342,5.0,1239062400
2008,1911,1.0,1145836800
2008,28,1.0,1239062400
2008,2315,1.0,1124755200
2008,6569,2.0,1172361600
2008,8204,1.0,1130889600
2008,124,1.0,1299974400
2008,601,1.0,1120089600
4247,804,4.0,967161600
4247,6439,4.0,968976000
4247,580,4.0,1007251200
4247,6453,2.0,966816000
4247,3867,5.0,968976000
4247,5817,5.0,968025600
4247,511,5.0,1144195200
4247,3502,5.0,966816000
4247,3528,4.0,968112000
4247,2830,5.0,966816000
4247,4556,5.0,1027036800
4247,28,1.0,1257033600
4247,2861,5.0,968198400
4247,7231,5.0,1061596800
4247,1449,1.0,967161600
4247,4060,5.0,967766400
4247,328,5.0,928627200
4247,2590,5.0,966729600
4247,1457,5.0,968284800
4247,212,5.0,966816000
4247,5092,5.0,968025600
4247,818,5.0,966816000
4247,9586,5.0,968889600
4247,4068,5.0,968284800
4247,1598,5.0,968976000
4247,1965,5.0,968976000
4247,1636,5.0,1030838400
4247,874,5.0,964310400
4247,1480,5.0,967766400
4247,2957,5.0,966816000
4247,1506,5.0,964310400
4247,7788,5.0,966816000
5878,4199,3.0,1175040000
5878,2859,5.0,1214092800
5878,571,1.0,1197590400
5878,3236,5.0,1275091200
5878,28,5.0,1211846400
5878,1429,4.0,1203033600
5878,457,3.0,1241222400
5878,3020,4.0,1203206400
5878,117,5.0,1196294400
5878,3374,5.0,1195430400
5878,2416,5.0,1178582400
5878,1385,5.0,1194307200
5878,509,4.0,1212883200
5878,5708,3.0,1176336000
2960,1066,1.0,1402790400
2960,7993,5.0,1402790400
2960,6349,5.0,1402704000
2960,4626,2.0,1402790400
2960,3277,4.0,1403308800
2960,1832,1.0,1402790400
2960,2897,3.0,1402790400
2960,2627,4.0,1402704000
2960,3922,3.0,1402617600
2960,5248,5.0,1403136000
2960,2416,5.0,1403222400
2960,6879,5.0,1402790400
2960,5529,2.0,1402358400
2960,4418,5.0,1402963200
2960,97,5.0,1402704000
2960,749,1.0,1402704000
2960,1087,1.0,1403395200
2960,212,5.0,1403308800
2960,3267,5.0,1403395200
2960,1206,5.0,1402358400
2960,8502,5.0,1403395200
2960,228,4.0,1402876800
2960,1031,1.0,1403913600
2960,4657,1.0,1402790400
2960,120,3.0,1403308800
2960,1271,2.0,1403395200
2960,7023,4.0,1402963200
2960,1034,2.0,1402876800
2960,554,4.0,1402704000
2960,114,5.0,1402876800
2960,1284,3.0,1402444800
2960,6854,1.0,1403395200
5764,4867,3.0,1280188800
5764,9628,4.0,1294790400
5764,9550,5.0,1370304000
5764,297,4.0,1314489600
5764,6973,5.0,1242086400
5764,148,5.0,1316908800
5764,153,5.0,1257292800
5764,484,5.0,1368921600
5764,28,1.0,1236729600
5764,6708,5.0,1380499200
5764,6430,4.0,1250294400
5764,6709,5.0,1250294400
5764,864,3.0,1291334400
2759,2284,3.0,1102896000
2759,167,3.0,1187049600
2759,2017,4.0,1094688000
2759,641,5.0,1095984000
2759,121,2.0,1095292800
2759,133,2.0,1144368000
2759,28,2.0,1213574400
2759,611,3.0,1212364800
2759,224,4.0,1099440000
2759,1193,4.0,1115078400
2759,67,4.0,1104883200
5558,9429,1.0,1268611200
5558,5560,5.0,1260835200
5558,822,5.0,1294272000
5558,1419,5.0,1405987200
5558,7505,5.0,1268611200
5558,2894,4.0,1404950400
5558,3726,4.0,1263859200
5558,865,4.0,1210032000
5558,451,1.0,1167609600
5558,2748,5.0,1299024000
5558,8189,5.0,1315094400
5558,10112,1.0,1210809600
5558,2151,2.0,1396656000
5558,5061,3.0,1176595200
5558,28,4.0,1219449600
5558,9879,1.0,1176595200
5558,9230,5.0,1294444800
6230,198,3.0,1170028800
6230,3517,3.0,1170028800
6230,6029,3.0,1208563200
6230,282,5.0,1215302400
6230,389,3.0,1170374400
6230,4319,2.0,1300233600
6230,669,5.0,1291075200
6230,3216,2.0,1263859200
6230,8496,1.0,1226102400
6230,3314,4.0,1200700800
6230,8676,3.0,1243814400
6230,3442,2.0,1207008000
6230,3610,2.0,1206748800
6230,1397,1.0,1225065600
6230,28,3.0,1209427200
6230,4176,3.0,1200700800
6230,5224,3.0,1209427200
6230,2601,4.0,1203724800
6230,1137,3.0,1208476800
6230,4123,4.0,1204329600
6230,3679,4.0,1229126400
6230,161,5.0,1221350400
6230,1040,2.0,1174953600
6230,9046,2.0,1215302400
6230,2057,3.0,1175040000
6230,2719,3.0,1227312000
6230,1982,3.0,1209427200
6230,210,3.0,1208563200
6230,2952,4.0,1208995200
6230,2096,2.0,1169683200
6230,4012,5.0,1322352000
6230,3081,2.0,1203724800
1886,2103,5.0,1382572800
1886,298,5.0,1404172800
1886,209,5.0,1400198400
1886,1964,4.0,1154390400
1886,3471,3.0,1205884800
1886,152,5.0,1198368000
1886,4361,4.0,981936000
1886,4552,4.0,1404172800
1886,248,4.0,1167955200
1886,552,4.0,1323993600
1886,4117,5.0,1168732800
1886,1068,5.0,1363046400
1886,2170,5.0,1393804800
1886,750,4.0,1403395200
1886,2596,4.0,1404691200
1886,2339,4.0,1159315200
1886,112,5.0,1147219200
1886,1649,5.0,1168732800
1886,380,4.0,1167868800
1886,3788,5.0,1164240000
1886,2454,5.0,1393977600
1886,744,4.0,1165449600
1886,389,3.0,1149724800
1886,2219,4.0,1401926400
1886,479,4.0,1199232000
1886,1659,3.0,1157500800
1886,568,5.0,1163116800
1886,1932,4.0,1398384000
1886,30,3.0,1225497600
1886,3745,4.0,1355961600
1886,10079,4.0,1171584000
1886,399,4.0,1191456000
4260,279,2.0,1388016000
4260,2588,5.0,1007942400
4260,63,4.0,1297209600
4260,169,5.0,1297209600
4260,755,3.0,991440000
4260,28,5.0,1296345600
4260,257,2.0,1297209600
4260,82,4.0,952992000
4260,609,1.0,959126400
4260,8124,2.0,1194566400
4260,3963,5.0,1194307200
4005,6108,5.0,1326153600
4005,942,4.0,1325635200
4005,213,5.0,1329436800
4005,3144,5.0,1332288000
4005,6028,1.0,1326240000
4005,111,5.0,1267747200
4005,5641,5.0,1326240000
4005,1523,5.0,1325980800
4005,28,1.0,1326240000
4005,1174,5.0,1343088000
4005,255,5.0,1331424000
4005,2479,5.0,1326153600
4005,2015,5.0,1403049600
4005,456,5.0,1326153600
4005,1160,4.0,1325635200
4005,725,5.0,1326240000
4005,3929,4.0,1326240000
4005,7803,4.0,1329091200
4005,201,5.0,1325635200
4005,5503,4.0,1331596800
4005,257,5.0,1327536000
4005,4324,5.0,1329436800
4005,8223,3.0,1325635200
4005,521,4.0,1326844800
4005,260,2.0,1302652800
4005,555,5.0,1326326400
4305,6914,5.0,1338508800
4305,907,1.0,1304553600
4305,263,2.0,1225843200
4305,736,5.0,1324339200
4305,7763,3.0,1155168000
4305,7658,4.0,1323388800
4305,667,2.0,1208908800
4305,154,5.0,1155600000
4305,5204,4.0,1291248000
4305,2243,5.0,1250467200
4305,579,5.0,1275523200
4305,9181,5.0,1166054400
4305,1236,5.0,1291075200
4305,28,2.0,1207526400
4305,3660,5.0,1202428800
4305,5201,5.0,1303516800
4305,1616,5.0,1303171200
4305,142,4.0,1188691200
4305,2444,3.0,1264809600
4305,4091,5.0,1168214400
4305,9962,5.0,1220572800
4305,98,4.0,1359417600
4305,1321,5.0,1039132800
4305,5283,3.0,1166918400
3420,431,1.0,1247788800
3420,1918,3.0,1289088000
3420,6917,3.0,1304726400
3420,765,1.0,1353715200
3420,75,1.0,1184716800
3420,549,2.0,1350432000
3420,2720,2.0,1358467200
3420,1965,5.0,1189728000
3420,6617,1.0,1351987200
3420,545,1.0,1304985600
3420,1030,1.0,1311379200
3420,10086,5.0,1228867200
3420,301,5.0,1396828800
3420,3783,1.0,1266278400
3420,1398,1.0,1212105600
3420,724,2.0,1175904000
3420,4727,1.0,1386374400
3420,1263,3.0,1353628800
3420,8776,1.0,1226707200
3420,409,2.0,1188864000
3420,293,4.0,1203638400
3420,820,1.0,1358121600
3420,2575,1.0,1292198400
3420,983,2.0,1384300800
3420,4632,4.0,1403827200
3420,659,4.0,1248480000
3420,84,2.0,1189728000
3420,4221,1.0,1227312000
3420,1845,1.0,1239580800
3420,28,3.0,1221436800
3420,3662,1.0,1276992000
3420,780,5.0,1226620800
2838,110,2.0,1180742400
2838,1148,4.0,1220832000
2838,4860,5.0,1176163200
2838,490,4.0,1185321600
2838,717,4.0,1188950400
2838,5649,3.0,1193356800
2838,683,4.0,1206576000
2838,1141,5.0,1223164800
2838,217,2.0,1190851200
2838,1663,4.0,1179878400
2838,8769,3.0,1223769600
2838,3983,3.0,1233792000
2838,494,4.0,1221523200
2838,149,4.0,1175558400
2838,199,4.0,1184284800
2838,1004,3.0,1191974400
2838,4556,5.0,1224201600
2838,1920,2.0,1187308800
2838,4224,1.0,1232496000
2838,3872,3.0,1173916800
2838,4021,4.0,1220140800
2838,495,3.0,1225238400
2838,155,5.0,1204070400
2838,911,3.0,1183680000
2838,2562,5.0,1233964800
2838,5565,2.0,1234396800
2838,479,4.0,1215734400
2838,467,4.0,1184371200
2838,1501,3.0,1182384000
2838,1807,5.0,1227657600
2838,383,5.0,1196553600
2838,4372,3.0,1233187200
3506,1488,5.0,1083715200
3506,1743,4.0,1219017600
3506,2922,5.0,1113350400
3506,2573,5.0,1167868800
3506,1311,5.0,1196640000
3506,9885,5.0,1229644800
3506,560,2.0,1253491200
3506,2676,1.0,1117670400
3506,1106,5.0,1269475200
3506,8197,4.0,1187136000
3506,340,2.0,1231286400
3506,2336,2.0,1154908800
3506,3782,5.0,1162166400
3506,8985,2.0,1170115200
3506,451,2.0,1167696000
3506,4193,5.0,1244592000
3506,186,3.0,1150156800
3506,3466,4.0,1228348800
3506,2067,5.0,1150848000
3506,846,5.0,1225324800
3506,2371,3.0,1264377600
3506,942,5.0,1187740800
3506,2561,4.0,1241740800
3506,1789,4.0,1151625600
3506,4481,5.0,1215388800
3506,848,4.0,1190592000
3506,8604,4.0,1178150400
3506,506,4.0,1119571200
3506,1693,5.0,1252454400
3506,263,1.0,1223337600
3506,1668,5.0,1231459200
3506,5505,3.0,1247184000
8338,198,1.0,1238716800
8338,4995,5.0,1296777600
8338,28,1.0,1242345600
8338,437,5.0,1241308800
8338,41,1.0,1237852800
8338,934,1.0,1239667200
8338,497,1.0,1239062400
8338,581,5.0,1239062400
8338,2888,5.0,1289520000
8338,748,1.0,1328227200
8338,1058,5.0,1328227200
8338,2356,1.0,1288656000
8338,8895,1.0,1304553600
8338,9528,5.0,1290816000
8338,442,1.0,1247356800
5609,4836,5.0,1286496000
5609,4778,1.0,1319414400
5609,28,3.0,1216684800
5609,7820,3.0,1377648000
5609,7715,1.0,1252800000
5609,6896,4.0,1303689600
5609,778,5.0,1225497600
5609,5082,5.0,1104192000
5609,112,1.0,1229472000
5609,4258,5.0,1291852800
5609,633,3.0,1286409600
5609,747,5.0,1279670400
5609,3076,5.0,1294617600
5609,8382,3.0,1215129600
5609,453,2.0,1247443200
5609,572,5.0,1312848000
5609,2413,5.0,1289433600
5609,934,4.0,1145059200
5609,2610,4.0,1244851200
5609,4099,5.0,1290902400
5609,7364,5.0,1264550400
5609,2715,5.0,1248912000
5609,127,3.0,1260835200
5609,2985,3.0,1340582400
5609,3672,5.0,1391385600
5609,705,2.0,1272672000
5609,7511,4.0,1179792000
5609,1739,5.0,1190246400
5015,751,2.0,1391299200
5015,6497,2.0,1354665600
5015,3540,5.0,1150675200
5015,3075,5.0,1355184000
5015,118,5.0,1027641600
5015,5096,5.0,1061164800
5015,28,5.0,1282176000
5015,536,5.0,1122163200
5015,287,5.0,982108800
